"Notes","Ten-Year Age Groups","Ten-Year Age Groups Code","Residence State","Residence State Code","Year","Year Code","Sex","Sex Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"85+ years","85+","California","06","2024","2024","Male","M",2976,279512,1064.7,1026.5,1103.0
,"85+ years","85+","California","06","2025 (provisional)","2025","Female","F",4463,449230,993.5,964.3,1022.6
,"85+ years","85+","California","06","2025 (provisional)","2025","Male","M",2998,279512,1072.6,1034.2,1111.0
,"85+ years","85+","Colorado","08","2021","2021","Female","F",472,50830,928.6,844.8,1012.4
,"85+ years","85+","Colorado","08","2021","2021","Male","M",239,30458,784.7,685.2,884.2
,"85+ years","85+","Colorado","08","2022","2022","Female","F",521,57262,909.9,831.7,988.0
,"85+ years","85+","Colorado","08","2022","2022","Male","M",251,32265,777.9,681.7,874.2
,"85+ years","85+","Colorado","08","2023","2023","Female","F",546,53895,1013.1,928.1,1098.1
,"85+ years","85+","Colorado","08","2023","2023","Male","M",305,32388,941.7,836.0,1047.4
,"85+ years","85+","Colorado","08","2024","2024","Female","F",583,55700,1046.7,961.7,1131.6
,"85+ years","85+","Colorado","08","2024","2024","Male","M",344,34322,1002.3,896.4,1108.2
,"85+ years","85+","Colorado","08","2025 (provisional)","2025","Female","F",534,55700,958.7,877.4,1040.0
,"85+ years","85+","Colorado","08","2025 (provisional)","2025","Male","M",322,34322,938.2,835.7,1040.6
,"85+ years","85+","Connecticut","09","2021","2021","Female","F",582,52666,1105.1,1015.3,1194.9
,"85+ years","85+","Connecticut","09","2021","2021","Male","M",376,27760,1354.5,1217.6,1491.4
,"85+ years","85+","Connecticut","09","2022","2022","Female","F",678,52856,1282.7,1186.2,1379.3
,"85+ years","85+","Connecticut","09","2022","2022","Male","M",379,27647,1370.9,1232.8,1508.9
,"85+ years","85+","Connecticut","09","2023","2023","Female","F",674,51971,1296.9,1199.0,1394.8
,"85+ years","85+","Connecticut","09","2023","2023","Male","M",424,28231,1501.9,1358.9,1644.9
,"85+ years","85+","Connecticut","09","2024","2024","Female","F",714,52667,1355.7,1256.2,1455.1
,"85+ years","85+","Connecticut","09","2024","2024","Male","M",416,29458,1412.2,1276.5,1547.9
,"85+ years","85+","Connecticut","09","2025 (provisional)","2025","Female","F",771,52667,1463.9,1360.6,1567.2
,"85+ years","85+","Connecticut","09","2025 (provisional)","2025","Male","M",478,29458,1622.6,1477.2,1768.1
,"85+ years","85+","Delaware","10","2021","2021","Female","F",102,11598,879.5,708.8,1050.1
,"85+ years","85+","Delaware","10","2021","2021","Male","M",78,7065,1104.0,872.7,1377.9
,"85+ years","85+","Delaware","10","2022","2022","Female","F",109,12628,863.2,701.1,1025.2
,"85+ years","85+","Delaware","10","2022","2022","Male","M",66,7533,876.1,677.6,1114.7
,"85+ years","85+","Delaware","10","2023","2023","Female","F",99,12114,817.2,664.2,995.0
,"85+ years","85+","Delaware","10","2023","2023","Male","M",66,7394,892.6,690.3,1135.6
,"85+ years","85+","Delaware","10","2024","2024","Female","F",93,12625,736.6,594.6,902.4
,"85+ years","85+","Delaware","10","2024","2024","Male","M",72,8077,891.4,697.5,1122.6
,"85+ years","85+","Delaware","10","2025 (provisional)","2025","Female","F",103,12625,815.8,658.3,973.4
,"85+ years","85+","Delaware","10","2025 (provisional)","2025","Male","M",60,8077,742.9,566.9,956.2
,"85+ years","85+","District of Columbia","11","2021","2021","Female","F",28,7010,399.4,265.4,577.3
,"85+ years","85+","District of Columbia","11","2021","2021","Male","M",12,3593,334.0,172.6,583.4
,"85+ years","85+","District of Columbia","11","2022","2022","Female","F",33,7487,440.8,303.4,619.0
,"85+ years","85+","District of Columbia","11","2022","2022","Male","M",14,3684,380.0,207.8,637.6
,"85+ years","85+","District of Columbia","11","2023","2023","Female","F",21,6993,300.3,185.9,459.0
,"85+ years","85+","District of Columbia","11","2023","2023","Male","M",11,3793,290.0,144.8,518.9
,"85+ years","85+","District of Columbia","11","2024","2024","Female","F",40,7149,559.5,399.7,761.9
,"85+ years","85+","District of Columbia","11","2024","2024","Male","M",23,3954,581.7,368.7,872.8
,"85+ years","85+","District of Columbia","11","2025 (provisional)","2025","Female","F",50,7149,699.4,519.1,922.1
,"85+ years","85+","District of Columbia","11","2025 (provisional)","2025","Male","M",28,3954,708.1,470.6,1023.5
,"85+ years","85+","Florida","12","2021","2021","Female","F",2079,317203,655.4,627.2,683.6
,"85+ years","85+","Florida","12","2021","2021","Male","M",1363,219118,622.0,589.0,655.1
,"85+ years","85+","Florida","12","2022","2022","Female","F",2227,365366,609.5,584.2,634.8
,"85+ years","85+","Florida","12","2022","2022","Male","M",1426,236510,602.9,571.6,634.2
,"85+ years","85+","Florida","12","2023","2023","Female","F",2310,343897,671.7,644.3,699.1
,"85+ years","85+","Florida","12","2023","2023","Male","M",1600,239052,669.3,636.5,702.1
,"85+ years","85+","Florida","12","2024","2024","Female","F",2463,357339,689.3,662.0,716.5
,"85+ years","85+","Florida","12","2024","2024","Male","M",1732,254728,679.9,647.9,712.0
,"85+ years","85+","Florida","12","2025 (provisional)","2025","Female","F",2496,357339,698.5,671.1,725.9
,"85+ years","85+","Florida","12","2025 (provisional)","2025","Male","M",1761,254728,691.3,659.0,723.6
,"85+ years","85+","Georgia","13","2021","2021","Female","F",1211,91632,1321.6,1247.2,1396.0
,"85+ years","85+","Georgia","13","2021","2021","Male","M",679,49425,1373.8,1270.5,1477.1
,"85+ years","85+","Georgia","13","2022","2022","Female","F",1274,102528,1242.6,1174.4,1310.8
,"85+ years","85+","Georgia","13","2022","2022","Male","M",741,52584,1409.2,1307.7,1510.6
,"85+ years","85+","Georgia","13","2023","2023","Female","F",1281,96965,1321.1,1248.7,1393.4
,"85+ years","85+","Georgia","13","2023","2023","Male","M",731,54438,1342.8,1245.5,1440.2
,"85+ years","85+","Georgia","13","2024","2024","Female","F",1352,101771,1328.5,1257.7,1399.3
,"85+ years","85+","Georgia","13","2024","2024","Male","M",816,58088,1404.8,1308.4,1501.2
,"85+ years","85+","Georgia","13","2025 (provisional)","2025","Female","F",1379,101771,1355.0,1283.5,1426.5
,"85+ years","85+","Georgia","13","2025 (provisional)","2025","Male","M",836,58088,1439.2,1341.6,1536.8
,"85+ years","85+","Hawaii","15","2021","2021","Female","F",107,24882,430.0,348.5,511.5
,"85+ years","85+","Hawaii","15","2021","2021","Male","M",72,13934,516.7,404.3,650.7
,"85+ years","85+","Hawaii","15","2022","2022","Female","F",104,28164,369.3,298.3,440.2
,"85+ years","85+","Hawaii","15","2022","2022","Male","M",83,15232,544.9,434.0,675.5
,"85+ years","85+","Hawaii","15","2023","2023","Female","F",116,26042,445.4,364.4,526.5
,"85+ years","85+","Hawaii","15","2023","2023","Male","M",67,15160,442.0,342.5,561.3
,"85+ years","85+","Hawaii","15","2024","2024","Female","F",139,26646,521.7,434.9,608.4
,"85+ years","85+","Hawaii","15","2024","2024","Male","M",80,16024,499.3,395.9,621.4
,"85+ years","85+","Hawaii","15","2025 (provisional)","2025","Female","F",113,26646,424.1,345.9,502.3
,"85+ years","85+","Hawaii","15","2025 (provisional)","2025","Male","M",77,16024,480.5,379.2,600.6
,"85+ years","85+","Idaho","16","2021","2021","Female","F",243,16467,1475.7,1290.1,1661.2
,"85+ years","85+","Idaho","16","2021","2021","Male","M",132,11149,1184.0,982.0,1385.9
,"85+ years","85+","Idaho","16","2022","2022","Female","F",232,19296,1202.3,1047.6,1357.0
,"85+ years","85+","Idaho","16","2022","2022","Male","M",133,12005,1107.9,919.6,1296.2
,"85+ years","85+","Idaho","16","2023","2023","Female","F",222,17999,1233.4,1071.2,1395.7
,"85+ years","85+","Idaho","16","2023","2023","Male","M",127,12411,1023.3,845.3,1201.3
,"85+ years","85+","Idaho","16","2024","2024","Female","F",281,18674,1504.8,1328.8,1680.7
,"85+ years","85+","Idaho","16","2024","2024","Male","M",157,13253,1184.6,999.3,1369.9
,"85+ years","85+","Idaho","16","2025 (provisional)","2025","Female","F",276,18674,1478.0,1303.6,1652.4
,"85+ years","85+","Idaho","16","2025 (provisional)","2025","Male","M",160,13253,1207.3,1020.2,1394.3
,"85+ years","85+","Illinois","17","2021","2021","Female","F",1825,157222,1160.8,1107.5,1214.0
,"85+ years","85+","Illinois","17","2021","2021","Male","M",1109,82999,1336.2,1257.5,1414.8
,"85+ years","85+","Illinois","17","2022","2022","Female","F",2037,170940,1191.6,1139.9,1243.4
,"85+ years","85+","Illinois","17","2022","2022","Male","M",1166,86153,1353.4,1275.7,1431.1
,"85+ years","85+","Illinois","17","2023","2023","Female","F",2033,157404,1291.6,1235.4,1347.7
,"85+ years","85+","Illinois","17","2023","2023","Male","M",1307,85207,1533.9,1450.8,1617.1
,"85+ years","85+","Illinois","17","2024","2024","Female","F",2188,162398,1347.3,1290.9,1403.8
,"85+ years","85+","Illinois","17","2024","2024","Male","M",1253,89539,1399.4,1321.9,1476.9
,"85+ years","85+","Illinois","17","2025 (provisional)","2025","Female","F",2156,162398,1327.6,1271.6,1383.6
,"85+ years","85+","Illinois","17","2025 (provisional)","2025","Male","M",1346,89539,1503.3,1422.9,1583.6
,"85+ years","85+","Indiana","18","2021","2021","Female","F",922,76372,1207.2,1129.3,1285.2
,"85+ years","85+","Indiana","18","2021","2021","Male","M",535,40060,1335.5,1222.3,1448.7
,"85+ years","85+","Indiana","18","2022","2022","Female","F",1000,84786,1179.4,1106.3,1252.5
,"85+ years","85+","Indiana","18","2022","2022","Male","M",545,41894,1300.9,1191.7,1410.1
,"85+ years","85+","Indiana","18","2023","2023","Female","F",1014,79019,1283.2,1204.3,1362.2
,"85+ years","85+","Indiana","18","2023","2023","Male","M",616,41824,1472.8,1356.5,1589.1
,"85+ years","85+","Indiana","18","2024","2024","Female","F",1105,80977,1364.6,1284.1,1445.0
,"85+ years","85+","Indiana","18","2024","2024","Male","M",617,44296,1392.9,1283.0,1502.8
,"85+ years","85+","Indiana","18","2025 (provisional)","2025","Female","F",1206,80977,1489.3,1405.3,1573.4
,"85+ years","85+","Indiana","18","2025 (provisional)","2025","Male","M",665,44296,1501.3,1387.2,1615.4
,"85+ years","85+","Iowa","19","2021","2021","Female","F",437,45312,964.4,874.0,1054.8
,"85+ years","85+","Iowa","19","2021","2021","Male","M",268,24034,1115.1,981.6,1248.6
,"85+ years","85+","Iowa","19","2022","2022","Female","F",509,51151,995.1,908.6,1081.5
,"85+ years","85+","Iowa","19","2022","2022","Male","M",301,25111,1198.7,1063.3,1334.1
,"85+ years","85+","Iowa","19","2023","2023","Female","F",554,46948,1180.0,1081.8,1278.3
,"85+ years","85+","Iowa","19","2023","2023","Male","M",275,24537,1120.8,988.3,1253.2
,"85+ years","85+","Iowa","19","2024","2024","Female","F",567,47800,1186.2,1088.6,1283.8
,"85+ years","85+","Iowa","19","2024","2024","Male","M",313,25731,1216.4,1081.7,1351.2
,"85+ years","85+","Iowa","19","2025 (provisional)","2025","Female","F",591,47800,1236.4,1136.7,1336.1
,"85+ years","85+","Iowa","19","2025 (provisional)","2025","Male","M",362,25731,1406.9,1261.9,1551.8
,"85+ years","85+","Kansas","20","2021","2021","Female","F",404,37345,1081.8,976.3,1187.3
,"85+ years","85+","Kansas","20","2021","2021","Male","M",208,20795,1000.2,864.3,1136.2
,"85+ years","85+","Kansas","20","2022","2022","Female","F",446,40104,1112.1,1008.9,1215.3
,"85+ years","85+","Kansas","20","2022","2022","Male","M",235,20893,1124.8,981.0,1268.6
,"85+ years","85+","Kansas","20","2023","2023","Female","F",494,36798,1342.5,1224.1,1460.8
,"85+ years","85+","Kansas","20","2023","2023","Male","M",296,20744,1426.9,1264.4,1589.5
,"85+ years","85+","Kansas","20","2024","2024","Female","F",513,37247,1377.3,1258.1,1496.5
,"85+ years","85+","Kansas","20","2024","2024","Male","M",284,21835,1300.7,1149.4,1451.9
,"85+ years","85+","Kansas","20","2025 (provisional)","2025","Female","F",545,37247,1463.2,1340.4,1586.1
,"85+ years","85+","Kansas","20","2025 (provisional)","2025","Male","M",313,21835,1433.5,1274.7,1592.3
,"85+ years","85+","Kentucky","21","2021","2021","Female","F",502,47962,1046.7,955.1,1138.2
,"85+ years","85+","Kentucky","21","2021","2021","Male","M",268,25651,1044.8,919.7,1169.9
,"85+ years","85+","Kentucky","21","2022","2022","Female","F",471,52000,905.8,824.0,987.6
,"85+ years","85+","Kentucky","21","2022","2022","Male","M",266,26668,997.5,877.6,1117.3
,"85+ years","85+","Kentucky","21","2023","2023","Female","F",507,48654,1042.1,951.3,1132.8
,"85+ years","85+","Kentucky","21","2023","2023","Male","M",254,27221,933.1,818.3,1047.9
,"85+ years","85+","Kentucky","21","2024","2024","Female","F",511,49782,1026.5,937.5,1115.5
,"85+ years","85+","Kentucky","21","2024","2024","Male","M",299,28809,1037.9,920.2,1155.5
,"85+ years","85+","Kentucky","21","2025 (provisional)","2025","Female","F",489,49782,982.3,895.2,1069.3
,"85+ years","85+","Kentucky","21","2025 (provisional)","2025","Male","M",277,28809,961.5,848.3,1074.7
,"85+ years","85+","Louisiana","22","2021","2021","Female","F",628,47933,1310.2,1207.7,1412.6
,"85+ years","85+","Louisiana","22","2021","2021","Male","M",418,26322,1588.0,1435.8,1740.3
,"85+ years","85+","Louisiana","22","2022","2022","Female","F",683,51677,1321.7,1222.5,1420.8
,"85+ years","85+","Louisiana","22","2022","2022","Male","M",454,27025,1679.9,1525.4,1834.5
,"85+ years","85+","Louisiana","22","2023","2023","Female","F",729,48106,1515.4,1405.4,1625.4
,"85+ years","85+","Louisiana","22","2023","2023","Male","M",427,27214,1569.0,1420.2,1717.9
,"85+ years","85+","Louisiana","22","2024","2024","Female","F",789,49034,1609.1,1496.8,1721.4
,"85+ years","85+","Louisiana","22","2024","2024","Male","M",527,28910,1822.9,1667.3,1978.5
,"85+ years","85+","Louisiana","22","2025 (provisional)","2025","Female","F",794,49034,1619.3,1506.7,1731.9
,"85+ years","85+","Louisiana","22","2025 (provisional)","2025","Male","M",475,28910,1643.0,1495.3,1790.8
,"85+ years","85+","Maine","23","2021","2021","Female","F",149,19048,782.2,656.6,907.8
,"85+ years","85+","Maine","23","2021","2021","Male","M",94,10921,860.7,695.6,1053.3
,"85+ years","85+","Maine","23","2022","2022","Female","F",178,21694,820.5,700.0,941.0
,"85+ years","85+","Maine","23","2022","2022","Male","M",108,11841,912.1,740.1,1084.1
,"85+ years","85+","Maine","23","2023","2023","Female","F",189,20012,944.4,809.8,1079.1
,"85+ years","85+","Maine","23","2023","2023","Male","M",124,11687,1061.0,874.3,1247.8
,"85+ years","85+","Maine","23","2024","2024","Female","F",173,20425,847.0,720.8,973.2
,"85+ years","85+","Maine","23","2024","2024","Male","M",111,12182,911.2,741.7,1080.7
,"85+ years","85+","Maine","23","2025 (provisional)","2025","Female","F",156,20425,763.8,643.9,883.6
,"85+ years","85+","Maine","23","2025 (provisional)","2025","Male","M",119,12182,976.9,801.3,1152.4
,"85+ years","85+","Maryland","24","2021","2021","Female","F",373,71296,523.2,470.1,576.3
,"85+ years","85+","Maryland","24","2021","2021","Male","M",219,38217,573.0,497.1,648.9
,"85+ years","85+","Maryland","24","2022","2022","Female","F",418,79450,526.1,475.7,576.6
,"85+ years","85+","Maryland","24","2022","2022","Male","M",267,40781,654.7,576.2,733.2
,"85+ years","85+","Maryland","24","2023","2023","Female","F",421,73369,573.8,519.0,628.6
,"85+ years","85+","Maryland","24","2023","2023","Male","M",264,40313,654.9,575.9,733.9
,"85+ years","85+","Maryland","24","2024","2024","Female","F",414,75793,546.2,493.6,598.8
,"85+ years","85+","Maryland","24","2024","2024","Male","M",258,42086,613.0,538.2,687.8
,"85+ years","85+","Maryland","24","2025 (provisional)","2025","Female","F",469,75793,618.8,562.8,674.8
,"85+ years","85+","Maryland","24","2025 (provisional)","2025","Male","M",260,42086,617.8,542.7,692.9
,"85+ years","85+","Massachusetts","25","2021","2021","Female","F",946,93429,1012.5,948.0,1077.1
,"85+ years","85+","Massachusetts","25","2021","2021","Male","M",533,48132,1107.4,1013.4,1201.4
,"85+ years","85+","Massachusetts","25","2022","2022","Female","F",1054,100784,1045.8,982.7,1108.9
,"85+ years","85+","Massachusetts","25","2022","2022","Male","M",515,50110,1027.7,939.0,1116.5
,"85+ years","85+","Massachusetts","25","2023","2023","Female","F",965,93420,1033.0,967.8,1098.1
,"85+ years","85+","Massachusetts","25","2023","2023","Male","M",563,48989,1149.2,1054.3,1244.2
,"85+ years","85+","Massachusetts","25","2024","2024","Female","F",1025,94453,1085.2,1018.8,1151.6
,"85+ years","85+","Massachusetts","25","2024","2024","Male","M",572,51363,1113.6,1022.4,1204.9
,"85+ years","85+","Massachusetts","25","2025 (provisional)","2025","Female","F",1003,94453,1061.9,996.2,1127.6
,"85+ years","85+","Massachusetts","25","2025 (provisional)","2025","Male","M",630,51363,1226.6,1130.8,1322.3
,"85+ years","85+","Michigan","26","2021","2021","Female","F",1515,120912,1253.0,1189.9,1316.1
,"85+ years","85+","Michigan","26","2021","2021","Male","M",887,66596,1331.9,1244.3,1419.6
,"85+ years","85+","Michigan","26","2022","2022","Female","F",1581,130761,1209.1,1149.5,1268.7
,"85+ years","85+","Michigan","26","2022","2022","Male","M",900,68390,1316.0,1230.0,1402.0
,"85+ years","85+","Michigan","26","2023","2023","Female","F",1688,120154,1404.9,1337.8,1471.9
,"85+ years","85+","Michigan","26","2023","2023","Male","M",945,67820,1393.4,1304.6,1482.2
,"85+ years","85+","Michigan","26","2024","2024","Female","F",1703,121854,1397.6,1331.2,1464.0
,"85+ years","85+","Michigan","26","2024","2024","Male","M",1015,71366,1422.2,1334.7,1509.7
,"85+ years","85+","Michigan","26","2025 (provisional)","2025","Female","F",1868,121854,1533.0,1463.5,1602.5
,"85+ years","85+","Michigan","26","2025 (provisional)","2025","Male","M",1116,71366,1563.8,1472.0,1655.5
,"85+ years","85+","Minnesota","27","2021","2021","Female","F",611,70164,870.8,801.8,939.9
,"85+ years","85+","Minnesota","27","2021","2021","Male","M",369,39739,928.6,833.8,1023.3
,"85+ years","85+","Minnesota","27","2022","2022","Female","F",662,79608,831.6,768.2,894.9
,"85+ years","85+","Minnesota","27","2022","2022","Male","M",363,42360,856.9,768.8,945.1
,"85+ years","85+","Minnesota","27","2023","2023","Female","F",724,74082,977.3,906.1,1048.5
,"85+ years","85+","Minnesota","27","2023","2023","Male","M",383,42031,911.2,820.0,1002.5
,"85+ years","85+","Minnesota","27","2024","2024","Female","F",756,75825,997.0,926.0,1068.1
,"85+ years","85+","Minnesota","27","2024","2024","Male","M",418,44134,947.1,856.3,1037.9
,"85+ years","85+","Minnesota","27","2025 (provisional)","2025","Female","F",767,75825,1011.5,940.0,1083.1
,"85+ years","85+","Minnesota","27","2025 (provisional)","2025","Male","M",441,44134,999.2,906.0,1092.5
,"85+ years","85+","Mississippi","28","2021","2021","Female","F",530,31401,1687.8,1544.1,1831.5
,"85+ years","85+","Mississippi","28","2021","2021","Male","M",272,16035,1696.3,1494.7,1897.9
,"85+ years","85+","Mississippi","28","2022","2022","Female","F",515,35202,1463.0,1336.6,1589.3
,"85+ years","85+","Mississippi","28","2022","2022","Male","M",276,16699,1652.8,1457.8,1847.8
,"85+ years","85+","Mississippi","28","2023","2023","Female","F",540,33398,1616.9,1480.5,1753.2
,"85+ years","85+","Mississippi","28","2023","2023","Male","M",269,17236,1560.7,1374.2,1747.2
,"85+ years","85+","Mississippi","28","2024","2024","Female","F",561,33493,1675.0,1536.4,1813.6
,"85+ years","85+","Mississippi","28","2024","2024","Male","M",312,17885,1744.5,1550.9,1938.1
,"85+ years","85+","Mississippi","28","2025 (provisional)","2025","Female","F",580,33493,1731.7,1590.8,1872.6
,"85+ years","85+","Mississippi","28","2025 (provisional)","2025","Male","M",314,17885,1755.7,1561.5,1949.9
,"85+ years","85+","Missouri","29","2021","2021","Female","F",936,76819,1218.4,1140.4,1296.5
,"85+ years","85+","Missouri","29","2021","2021","Male","M",541,42232,1281.0,1173.1,1389.0
,"85+ years","85+","Missouri","29","2022","2022","Female","F",966,83417,1158.0,1085.0,1231.1
,"85+ years","85+","Missouri","29","2022","2022","Male","M",600,43495,1379.5,1269.1,1489.8
,"85+ years","85+","Missouri","29","2023","2023","Female","F",1009,77174,1307.4,1226.8,1388.1
,"85+ years","85+","Missouri","29","2023","2023","Male","M",613,43050,1423.9,1311.2,1536.6
,"85+ years","85+","Missouri","29","2024","2024","Female","F",1067,79114,1348.7,1267.8,1429.6
,"85+ years","85+","Missouri","29","2024","2024","Male","M",639,45511,1404.1,1295.2,1512.9
,"85+ years","85+","Missouri","29","2025 (provisional)","2025","Female","F",1146,79114,1448.5,1364.7,1532.4
,"85+ years","85+","Missouri","29","2025 (provisional)","2025","Male","M",712,45511,1564.5,1449.5,1679.4
,"85+ years","85+","Montana","30","2021","2021","Female","F",113,12627,894.9,729.9,1059.9
,"85+ years","85+","Montana","30","2021","2021","Male","M",85,8160,1041.7,832.0,1288.0
,"85+ years","85+","Montana","30","2022","2022","Female","F",136,14027,969.6,806.6,1132.5
,"85+ years","85+","Montana","30","2022","2022","Male","M",90,8579,1049.1,843.6,1289.5
,"85+ years","85+","Montana","30","2023","2023","Female","F",161,13082,1230.7,1040.6,1420.8
,"85+ years","85+","Montana","30","2023","2023","Male","M",94,8663,1085.1,876.8,1327.9
,"85+ years","85+","Montana","30","2024","2024","Female","F",135,13435,1004.8,835.3,1174.3
,"85+ years","85+","Montana","30","2024","2024","Male","M",75,9372,800.3,629.4,1003.1
,"85+ years","85+","Montana","30","2025 (provisional)","2025","Female","F",113,13435,841.1,686.0,996.2
,"85+ years","85+","Montana","30","2025 (provisional)","2025","Male","M",88,9372,939.0,753.1,1156.8
,"85+ years","85+","Nebraska","31","2021","2021","Female","F",298,24215,1230.6,1090.9,1370.4
,"85+ years","85+","Nebraska","31","2021","2021","Male","M",160,13816,1158.1,978.6,1337.5
,"85+ years","85+","Nebraska","31","2022","2022","Female","F",325,26352,1233.3,1099.2,1367.4
,"85+ years","85+","Nebraska","31","2022","2022","Male","M",179,14354,1247.0,1064.4,1429.7
,"85+ years","85+","Nebraska","31","2023","2023","Female","F",329,23946,1373.9,1225.5,1522.4
,"85+ years","85+","Nebraska","31","2023","2023","Male","M",220,13816,1592.4,1381.9,1802.8
,"85+ years","85+","Nebraska","31","2024","2024","Female","F",361,23819,1515.6,1359.3,1671.9
,"85+ years","85+","Nebraska","31","2024","2024","Male","M",163,14336,1137.0,962.4,1311.5
,"85+ years","85+","Nebraska","31","2025 (provisional)","2025","Female","F",357,23819,1498.8,1343.3,1654.3
,"85+ years","85+","Nebraska","31","2025 (provisional)","2025","Male","M",213,14336,1485.8,1286.2,1685.3
,"85+ years","85+","Nevada","32","2021","2021","Female","F",198,24708,801.4,689.7,913.0
,"85+ years","85+","Nevada","32","2021","2021","Male","M",126,17810,707.5,583.9,831.0
,"85+ years","85+","Nevada","32","2022","2022","Female","F",218,27606,789.7,684.9,894.5
,"85+ years","85+","Nevada","32","2022","2022","Male","M",167,19260,867.1,735.6,998.6
,"85+ years","85+","Nevada","32","2023","2023","Female","F",197,26576,741.3,637.8,844.8
,"85+ years","85+","Nevada","32","2023","2023","Male","M",152,20204,752.3,632.7,871.9
,"85+ years","85+","Nevada","32","2024","2024","Female","F",237,28145,842.1,734.9,949.3
,"85+ years","85+","Nevada","32","2024","2024","Male","M",154,21782,707.0,595.3,818.7
,"85+ years","85+","Nevada","32","2025 (provisional)","2025","Female","F",242,28145,859.8,751.5,968.2
,"85+ years","85+","Nevada","32","2025 (provisional)","2025","Male","M",191,21782,876.9,752.5,1001.2
,"85+ years","85+","New Hampshire","33","2021","2021","Female","F",182,17606,1033.7,883.6,1183.9
,"85+ years","85+","New Hampshire","33","2021","2021","Male","M",101,9818,1028.7,828.1,1229.4
,"85+ years","85+","New Hampshire","33","2022","2022","Female","F",203,19805,1025.0,884.0,1166.0
,"85+ years","85+","New Hampshire","33","2022","2022","Male","M",118,10392,1135.5,930.6,1340.4
,"85+ years","85+","New Hampshire","33","2023","2023","Female","F",194,18427,1052.8,904.7,1201.0
,"85+ years","85+","New Hampshire","33","2023","2023","Male","M",102,10432,977.8,788.0,1167.5
,"85+ years","85+","New Hampshire","33","2024","2024","Female","F",200,18973,1054.1,908.0,1200.2
,"85+ years","85+","New Hampshire","33","2024","2024","Male","M",133,10965,1213.0,1006.8,1419.1
,"85+ years","85+","New Hampshire","33","2025 (provisional)","2025","Female","F",170,18973,896.0,761.3,1030.7
,"85+ years","85+","New Hampshire","33","2025 (provisional)","2025","Male","M",146,10965,1331.5,1115.5,1547.5
,"85+ years","85+","New Jersey","34","2021","2021","Female","F",1157,122061,947.9,893.3,1002.5
,"85+ years","85+","New Jersey","34","2021","2021","Male","M",676,64323,1050.9,971.7,1130.2
,"85+ years","85+","New Jersey","34","2022","2022","Female","F",1343,131615,1020.4,965.8,1075.0
,"85+ years","85+","New Jersey","34","2022","2022","Male","M",802,66802,1200.6,1117.5,1283.7
,"85+ years","85+","New Jersey","34","2023","2023","Female","F",1269,120647,1051.8,994.0,1109.7
,"85+ years","85+","New Jersey","34","2023","2023","Male","M",760,66058,1150.5,1068.7,1232.3
,"85+ years","85+","New Jersey","34","2024","2024","Female","F",1289,123618,1042.7,985.8,1099.7
,"85+ years","85+","New Jersey","34","2024","2024","Male","M",857,69628,1230.8,1148.4,1313.2
,"85+ years","85+","New Jersey","34","2025 (provisional)","2025","Female","F",1327,123618,1073.5,1015.7,1131.2
,"85+ years","85+","New Jersey","34","2025 (provisional)","2025","Male","M",868,69628,1246.6,1163.7,1329.6
,"85+ years","85+","New Mexico","35","2021","2021","Female","F",202,23381,863.9,744.8,983.1
,"85+ years","85+","New Mexico","35","2021","2021","Male","M",126,15088,835.1,689.3,980.9
,"85+ years","85+","New Mexico","35","2022","2022","Female","F",217,25269,858.8,744.5,973.0
,"85+ years","85+","New Mexico","35","2022","2022","Male","M",140,15612,896.7,748.2,1045.3
,"85+ years","85+","New Mexico","35","2023","2023","Female","F",246,24132,1019.4,892.0,1146.8
,"85+ years","85+","New Mexico","35","2023","2023","Male","M",131,16008,818.3,678.2,958.5
,"85+ years","85+","New Mexico","35","2024","2024","Female","F",242,25106,963.9,842.5,1085.4
,"85+ years","85+","New Mexico","35","2024","2024","Male","M",156,17000,917.6,773.6,1061.6
,"85+ years","85+","New Mexico","35","2025 (provisional)","2025","Female","F",270,25106,1075.4,947.2,1203.7
,"85+ years","85+","New Mexico","35","2025 (provisional)","2025","Male","M",184,17000,1082.4,926.0,1238.7
,"85+ years","85+","New York","36","2021","2021","Female","F",1860,280406,663.3,633.2,693.5
,"85+ years","85+","New York","36","2021","2021","Male","M",998,148300,673.0,631.2,714.7
,"85+ years","85+","New York","36","2022","2022","Female","F",1958,304052,644.0,615.4,672.5
,"85+ years","85+","New York","36","2022","2022","Male","M",1100,153132,718.3,675.9,760.8
,"85+ years","85+","New York","36","2023","2023","Female","F",1923,281386,683.4,652.9,713.9
,"85+ years","85+","New York","36","2023","2023","Male","M",1116,151261,737.8,694.5,781.1
,"85+ years","85+","New York","36","2024","2024","Female","F",1961,290417,675.2,645.3,705.1
,"85+ years","85+","New York","36","2024","2024","Male","M",1136,160231,709.0,667.7,750.2
,"85+ years","85+","New York","36","2025 (provisional)","2025","Female","F",2057,290417,708.3,677.7,738.9
,"85+ years","85+","New York","36","2025 (provisional)","2025","Male","M",1268,160231,791.4,747.8,834.9
,"85+ years","85+","North Carolina","37","2021","2021","Female","F",1286,111497,1153.4,1090.4,1216.4
,"85+ years","85+","North Carolina","37","2021","2021","Male","M",727,60142,1208.8,1120.9,1296.7
,"85+ years","85+","North Carolina","37","2022","2022","Female","F",1332,123044,1082.5,1024.4,1140.7
