"Notes","Ten-Year Age Groups","Ten-Year Age Groups Code","Residence State","Residence State Code","Year","Year Code","Sex","Sex Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"85+ years","85+","Delaware","10","2025 (provisional)","2025","Female","F",195,12625,1544.6,1327.8,1761.3
,"85+ years","85+","Delaware","10","2025 (provisional)","2025","Male","M",222,8077,2748.5,2387.0,3110.1
,"85+ years","85+","District of Columbia","11","2021","2021","Female","F",84,7010,1198.3,955.8,1483.6
,"85+ years","85+","District of Columbia","11","2021","2021","Male","M",70,3593,1948.2,1518.7,2461.5
,"85+ years","85+","District of Columbia","11","2022","2022","Female","F",88,7487,1175.4,942.7,1448.1
,"85+ years","85+","District of Columbia","11","2022","2022","Male","M",76,3684,2063.0,1625.4,2582.1
,"85+ years","85+","District of Columbia","11","2023","2023","Female","F",88,6993,1258.4,1009.3,1550.4
,"85+ years","85+","District of Columbia","11","2023","2023","Male","M",54,3793,1423.7,1069.5,1857.6
,"85+ years","85+","District of Columbia","11","2024","2024","Female","F",68,7149,951.2,738.6,1205.9
,"85+ years","85+","District of Columbia","11","2024","2024","Male","M",55,3954,1391.0,1047.9,1810.6
,"85+ years","85+","District of Columbia","11","2025 (provisional)","2025","Female","F",68,7149,951.2,738.6,1205.9
,"85+ years","85+","District of Columbia","11","2025 (provisional)","2025","Male","M",65,3954,1643.9,1268.7,2095.3
,"85+ years","85+","Florida","12","2021","2021","Female","F",5972,317203,1882.7,1835.0,1930.5
,"85+ years","85+","Florida","12","2021","2021","Male","M",5451,219118,2487.7,2421.7,2553.7
,"85+ years","85+","Florida","12","2022","2022","Female","F",5904,365366,1615.9,1574.7,1657.1
,"85+ years","85+","Florida","12","2022","2022","Male","M",5425,236510,2293.8,2232.7,2354.8
,"85+ years","85+","Florida","12","2023","2023","Female","F",5451,343897,1585.1,1543.0,1627.1
,"85+ years","85+","Florida","12","2023","2023","Male","M",5364,239052,2243.9,2183.8,2303.9
,"85+ years","85+","Florida","12","2024","2024","Female","F",5292,357339,1480.9,1441.0,1520.8
,"85+ years","85+","Florida","12","2024","2024","Male","M",5325,254728,2090.5,2034.3,2146.6
,"85+ years","85+","Florida","12","2025 (provisional)","2025","Female","F",5041,357339,1410.7,1371.8,1449.6
,"85+ years","85+","Florida","12","2025 (provisional)","2025","Male","M",5288,254728,2075.9,2020.0,2131.9
,"85+ years","85+","Georgia","13","2021","2021","Female","F",1021,91632,1114.2,1045.9,1182.6
,"85+ years","85+","Georgia","13","2021","2021","Male","M",844,49425,1707.6,1592.4,1822.8
,"85+ years","85+","Georgia","13","2022","2022","Female","F",1016,102528,990.9,930.0,1051.9
,"85+ years","85+","Georgia","13","2022","2022","Male","M",851,52584,1618.4,1509.6,1727.1
,"85+ years","85+","Georgia","13","2023","2023","Female","F",1013,96965,1044.7,980.4,1109.0
,"85+ years","85+","Georgia","13","2023","2023","Male","M",895,54438,1644.1,1536.4,1751.8
,"85+ years","85+","Georgia","13","2024","2024","Female","F",919,101771,903.0,844.6,961.4
,"85+ years","85+","Georgia","13","2024","2024","Male","M",841,58088,1447.8,1350.0,1545.7
,"85+ years","85+","Georgia","13","2025 (provisional)","2025","Female","F",993,101771,975.7,915.0,1036.4
,"85+ years","85+","Georgia","13","2025 (provisional)","2025","Male","M",897,58088,1544.2,1443.2,1645.3
,"85+ years","85+","Hawaii","15","2021","2021","Female","F",218,24882,876.1,759.8,992.4
,"85+ years","85+","Hawaii","15","2021","2021","Male","M",225,13934,1614.8,1403.8,1825.7
,"85+ years","85+","Hawaii","15","2022","2022","Female","F",252,28164,894.8,784.3,1005.2
,"85+ years","85+","Hawaii","15","2022","2022","Male","M",240,15232,1575.6,1376.3,1775.0
,"85+ years","85+","Hawaii","15","2023","2023","Female","F",207,26042,794.9,686.6,903.2
,"85+ years","85+","Hawaii","15","2023","2023","Male","M",259,15160,1708.4,1500.4,1916.5
,"85+ years","85+","Hawaii","15","2024","2024","Female","F",236,26646,885.7,772.7,998.7
,"85+ years","85+","Hawaii","15","2024","2024","Male","M",237,16024,1479.0,1290.7,1667.3
,"85+ years","85+","Hawaii","15","2025 (provisional)","2025","Female","F",207,26646,776.9,671.0,882.7
,"85+ years","85+","Hawaii","15","2025 (provisional)","2025","Male","M",216,16024,1348.0,1168.2,1527.7
,"85+ years","85+","Idaho","16","2021","2021","Female","F",241,16467,1463.5,1278.8,1648.3
,"85+ years","85+","Idaho","16","2021","2021","Male","M",277,11149,2484.5,2191.9,2777.1
,"85+ years","85+","Idaho","16","2022","2022","Female","F",225,19296,1166.0,1013.7,1318.4
,"85+ years","85+","Idaho","16","2022","2022","Male","M",290,12005,2415.7,2137.6,2693.7
,"85+ years","85+","Idaho","16","2023","2023","Female","F",212,17999,1177.8,1019.3,1336.4
,"85+ years","85+","Idaho","16","2023","2023","Male","M",291,12411,2344.7,2075.3,2614.1
,"85+ years","85+","Idaho","16","2024","2024","Female","F",231,18674,1237.0,1077.5,1396.5
,"85+ years","85+","Idaho","16","2024","2024","Male","M",268,13253,2022.2,1780.1,2264.3
,"85+ years","85+","Idaho","16","2025 (provisional)","2025","Female","F",207,18674,1108.5,957.5,1259.5
,"85+ years","85+","Idaho","16","2025 (provisional)","2025","Male","M",286,13253,2158.0,1907.9,2408.1
,"85+ years","85+","Illinois","17","2021","2021","Female","F",2205,157222,1402.5,1343.9,1461.0
,"85+ years","85+","Illinois","17","2021","2021","Male","M",1779,82999,2143.4,2043.8,2243.0
,"85+ years","85+","Illinois","17","2022","2022","Female","F",2035,170940,1190.5,1138.8,1242.2
,"85+ years","85+","Illinois","17","2022","2022","Male","M",1730,86153,2008.1,1913.4,2102.7
,"85+ years","85+","Illinois","17","2023","2023","Female","F",1834,157404,1165.2,1111.8,1218.5
,"85+ years","85+","Illinois","17","2023","2023","Male","M",1592,85207,1868.4,1776.6,1960.2
,"85+ years","85+","Illinois","17","2024","2024","Female","F",1669,162398,1027.7,978.4,1077.0
,"85+ years","85+","Illinois","17","2024","2024","Male","M",1532,89539,1711.0,1625.3,1796.7
,"85+ years","85+","Illinois","17","2025 (provisional)","2025","Female","F",1755,162398,1080.7,1030.1,1131.2
,"85+ years","85+","Illinois","17","2025 (provisional)","2025","Male","M",1614,89539,1802.6,1714.6,1890.5
,"85+ years","85+","Indiana","18","2021","2021","Female","F",1173,76372,1535.9,1448.0,1623.8
,"85+ years","85+","Indiana","18","2021","2021","Male","M",1027,40060,2563.7,2406.9,2720.4
,"85+ years","85+","Indiana","18","2022","2022","Female","F",1185,84786,1397.6,1318.1,1477.2
,"85+ years","85+","Indiana","18","2022","2022","Male","M",1027,41894,2451.4,2301.5,2601.4
,"85+ years","85+","Indiana","18","2023","2023","Female","F",1094,79019,1384.5,1302.4,1466.5
,"85+ years","85+","Indiana","18","2023","2023","Male","M",1095,41824,2618.1,2463.0,2773.2
,"85+ years","85+","Indiana","18","2024","2024","Female","F",1123,80977,1386.8,1305.7,1467.9
,"85+ years","85+","Indiana","18","2024","2024","Male","M",986,44296,2225.9,2087.0,2364.9
,"85+ years","85+","Indiana","18","2025 (provisional)","2025","Female","F",1052,80977,1299.1,1220.6,1377.6
,"85+ years","85+","Indiana","18","2025 (provisional)","2025","Male","M",1051,44296,2372.7,2229.2,2516.1
,"85+ years","85+","Iowa","19","2021","2021","Female","F",821,45312,1811.9,1687.9,1935.8
,"85+ years","85+","Iowa","19","2021","2021","Male","M",763,24034,3174.7,2949.4,3399.9
,"85+ years","85+","Iowa","19","2022","2022","Female","F",761,51151,1487.8,1382.0,1593.5
,"85+ years","85+","Iowa","19","2022","2022","Male","M",707,25111,2815.5,2608.0,3023.0
,"85+ years","85+","Iowa","19","2023","2023","Female","F",700,46948,1491.0,1380.6,1601.5
,"85+ years","85+","Iowa","19","2023","2023","Male","M",632,24537,2575.7,2374.9,2776.5
,"85+ years","85+","Iowa","19","2024","2024","Female","F",698,47800,1460.3,1351.9,1568.6
,"85+ years","85+","Iowa","19","2024","2024","Male","M",697,25731,2708.8,2507.7,2909.9
,"85+ years","85+","Iowa","19","2025 (provisional)","2025","Female","F",631,47800,1320.1,1217.1,1423.1
,"85+ years","85+","Iowa","19","2025 (provisional)","2025","Male","M",672,25731,2611.6,2414.2,2809.1
,"85+ years","85+","Kansas","20","2021","2021","Female","F",624,37345,1670.9,1539.8,1802.0
,"85+ years","85+","Kansas","20","2021","2021","Male","M",561,20795,2697.8,2474.5,2921.0
,"85+ years","85+","Kansas","20","2022","2022","Female","F",605,40104,1508.6,1388.4,1628.8
,"85+ years","85+","Kansas","20","2022","2022","Male","M",569,20893,2723.4,2499.6,2947.2
,"85+ years","85+","Kansas","20","2023","2023","Female","F",527,36798,1432.1,1309.9,1554.4
,"85+ years","85+","Kansas","20","2023","2023","Male","M",516,20744,2487.5,2272.8,2702.1
,"85+ years","85+","Kansas","20","2024","2024","Female","F",533,37247,1431.0,1309.5,1552.5
,"85+ years","85+","Kansas","20","2024","2024","Male","M",460,21835,2106.7,1914.2,2299.2
,"85+ years","85+","Kansas","20","2025 (provisional)","2025","Female","F",472,37247,1267.2,1152.9,1381.5
,"85+ years","85+","Kansas","20","2025 (provisional)","2025","Male","M",469,21835,2147.9,1953.5,2342.3
,"85+ years","85+","Kentucky","21","2021","2021","Female","F",668,47962,1392.8,1287.1,1498.4
,"85+ years","85+","Kentucky","21","2021","2021","Male","M",557,25651,2171.5,1991.1,2351.8
,"85+ years","85+","Kentucky","21","2022","2022","Female","F",682,52000,1311.5,1213.1,1410.0
,"85+ years","85+","Kentucky","21","2022","2022","Male","M",593,26668,2223.6,2044.7,2402.6
,"85+ years","85+","Kentucky","21","2023","2023","Female","F",595,48654,1222.9,1124.7,1321.2
,"85+ years","85+","Kentucky","21","2023","2023","Male","M",571,27221,2097.6,1925.6,2269.7
,"85+ years","85+","Kentucky","21","2024","2024","Female","F",627,49782,1259.5,1160.9,1358.1
,"85+ years","85+","Kentucky","21","2024","2024","Male","M",599,28809,2079.2,1912.7,2245.7
,"85+ years","85+","Kentucky","21","2025 (provisional)","2025","Female","F",616,49782,1237.4,1139.7,1335.1
,"85+ years","85+","Kentucky","21","2025 (provisional)","2025","Male","M",521,28809,1808.5,1653.2,1963.8
,"85+ years","85+","Louisiana","22","2021","2021","Female","F",731,47933,1525.0,1414.5,1635.6
,"85+ years","85+","Louisiana","22","2021","2021","Male","M",626,26322,2378.2,2191.9,2564.5
,"85+ years","85+","Louisiana","22","2022","2022","Female","F",709,51677,1372.0,1271.0,1473.0
,"85+ years","85+","Louisiana","22","2022","2022","Male","M",572,27025,2116.6,1943.1,2290.0
,"85+ years","85+","Louisiana","22","2023","2023","Female","F",666,48106,1384.4,1279.3,1489.6
,"85+ years","85+","Louisiana","22","2023","2023","Male","M",581,27214,2134.9,1961.3,2308.5
,"85+ years","85+","Louisiana","22","2024","2024","Female","F",714,49034,1456.1,1349.3,1562.9
,"85+ years","85+","Louisiana","22","2024","2024","Male","M",578,28910,1999.3,1836.3,2162.3
,"85+ years","85+","Louisiana","22","2025 (provisional)","2025","Female","F",730,49034,1488.8,1380.8,1596.8
,"85+ years","85+","Louisiana","22","2025 (provisional)","2025","Male","M",586,28910,2027.0,1862.9,2191.1
,"85+ years","85+","Maine","23","2021","2021","Female","F",379,19048,1989.7,1789.4,2190.0
,"85+ years","85+","Maine","23","2021","2021","Male","M",309,10921,2829.4,2513.9,3144.9
,"85+ years","85+","Maine","23","2022","2022","Female","F",351,21694,1618.0,1448.7,1787.2
,"85+ years","85+","Maine","23","2022","2022","Male","M",333,11841,2812.3,2510.2,3114.3
,"85+ years","85+","Maine","23","2023","2023","Female","F",362,20012,1808.9,1622.6,1995.3
,"85+ years","85+","Maine","23","2023","2023","Male","M",315,11687,2695.3,2397.7,2993.0
,"85+ years","85+","Maine","23","2024","2024","Female","F",331,20425,1620.6,1446.0,1795.1
,"85+ years","85+","Maine","23","2024","2024","Male","M",298,12182,2446.2,2168.5,2724.0
,"85+ years","85+","Maine","23","2025 (provisional)","2025","Female","F",327,20425,1601.0,1427.5,1774.5
,"85+ years","85+","Maine","23","2025 (provisional)","2025","Male","M",315,12182,2585.8,2300.2,2871.3
,"85+ years","85+","Maryland","24","2021","2021","Female","F",1231,71296,1726.6,1630.2,1823.1
,"85+ years","85+","Maryland","24","2021","2021","Male","M",973,38217,2546.0,2386.0,2706.0
,"85+ years","85+","Maryland","24","2022","2022","Female","F",1123,79450,1413.5,1330.8,1496.1
,"85+ years","85+","Maryland","24","2022","2022","Male","M",1011,40781,2479.1,2326.3,2631.9
,"85+ years","85+","Maryland","24","2023","2023","Female","F",1107,73369,1508.8,1419.9,1597.7
,"85+ years","85+","Maryland","24","2023","2023","Male","M",863,40313,2140.7,1997.9,2283.6
,"85+ years","85+","Maryland","24","2024","2024","Female","F",956,75793,1261.3,1181.4,1341.3
,"85+ years","85+","Maryland","24","2024","2024","Male","M",866,42086,2057.7,1920.6,2194.7
,"85+ years","85+","Maryland","24","2025 (provisional)","2025","Female","F",965,75793,1273.2,1192.9,1353.5
,"85+ years","85+","Maryland","24","2025 (provisional)","2025","Male","M",810,42086,1924.6,1792.1,2057.2
,"85+ years","85+","Massachusetts","25","2021","2021","Female","F",1176,93429,1258.7,1186.8,1330.7
,"85+ years","85+","Massachusetts","25","2021","2021","Male","M",1035,48132,2150.3,2019.3,2281.3
,"85+ years","85+","Massachusetts","25","2022","2022","Female","F",1173,100784,1163.9,1097.3,1230.5
,"85+ years","85+","Massachusetts","25","2022","2022","Male","M",1044,50110,2083.4,1957.0,2209.8
,"85+ years","85+","Massachusetts","25","2023","2023","Female","F",1065,93420,1140.0,1071.5,1208.5
,"85+ years","85+","Massachusetts","25","2023","2023","Male","M",931,48989,1900.4,1778.4,2022.5
,"85+ years","85+","Massachusetts","25","2024","2024","Female","F",967,94453,1023.8,959.3,1088.3
,"85+ years","85+","Massachusetts","25","2024","2024","Male","M",886,51363,1725.0,1611.4,1838.6
,"85+ years","85+","Massachusetts","25","2025 (provisional)","2025","Female","F",859,94453,909.4,848.6,970.3
,"85+ years","85+","Massachusetts","25","2025 (provisional)","2025","Male","M",880,51363,1713.3,1600.1,1826.5
,"85+ years","85+","Michigan","26","2021","2021","Female","F",2694,120912,2228.1,2143.9,2312.2
,"85+ years","85+","Michigan","26","2021","2021","Male","M",2232,66596,3351.6,3212.5,3490.6
,"85+ years","85+","Michigan","26","2022","2022","Female","F",2819,130761,2155.8,2076.3,2235.4
,"85+ years","85+","Michigan","26","2022","2022","Male","M",2195,68390,3209.5,3075.3,3343.8
,"85+ years","85+","Michigan","26","2023","2023","Female","F",2667,120154,2219.7,2135.4,2303.9
,"85+ years","85+","Michigan","26","2023","2023","Male","M",2153,67820,3174.6,3040.5,3308.7
,"85+ years","85+","Michigan","26","2024","2024","Female","F",2590,121854,2125.5,2043.6,2207.4
,"85+ years","85+","Michigan","26","2024","2024","Male","M",2186,71366,3063.1,2934.7,3191.5
,"85+ years","85+","Michigan","26","2025 (provisional)","2025","Female","F",2478,121854,2033.6,1953.5,2113.7
,"85+ years","85+","Michigan","26","2025 (provisional)","2025","Male","M",2156,71366,3021.0,2893.5,3148.6
,"85+ years","85+","Minnesota","27","2021","2021","Female","F",802,70164,1143.0,1063.9,1222.1
,"85+ years","85+","Minnesota","27","2021","2021","Male","M",904,39739,2274.8,2126.5,2423.1
,"85+ years","85+","Minnesota","27","2022","2022","Female","F",837,79608,1051.4,980.2,1122.6
,"85+ years","85+","Minnesota","27","2022","2022","Male","M",953,42360,2249.8,2106.9,2392.6
,"85+ years","85+","Minnesota","27","2023","2023","Female","F",822,74082,1109.6,1033.7,1185.4
,"85+ years","85+","Minnesota","27","2023","2023","Male","M",906,42031,2155.6,2015.2,2295.9
,"85+ years","85+","Minnesota","27","2024","2024","Female","F",842,75825,1110.5,1035.4,1185.5
,"85+ years","85+","Minnesota","27","2024","2024","Male","M",1002,44134,2270.4,2129.8,2410.9
,"85+ years","85+","Minnesota","27","2025 (provisional)","2025","Female","F",781,75825,1030.0,957.8,1102.2
,"85+ years","85+","Minnesota","27","2025 (provisional)","2025","Male","M",925,44134,2095.9,1960.8,2231.0
,"85+ years","85+","Mississippi","28","2021","2021","Female","F",490,31401,1560.5,1422.3,1698.6
,"85+ years","85+","Mississippi","28","2021","2021","Male","M",378,16035,2357.3,2119.7,2595.0
,"85+ years","85+","Mississippi","28","2022","2022","Female","F",499,35202,1417.5,1293.2,1541.9
,"85+ years","85+","Mississippi","28","2022","2022","Male","M",412,16699,2467.2,2229.0,2705.5
,"85+ years","85+","Mississippi","28","2023","2023","Female","F",466,33398,1395.3,1268.6,1522.0
,"85+ years","85+","Mississippi","28","2023","2023","Male","M",386,17236,2239.5,2016.1,2462.9
,"85+ years","85+","Mississippi","28","2024","2024","Female","F",450,33493,1343.6,1219.4,1467.7
,"85+ years","85+","Mississippi","28","2024","2024","Male","M",365,17885,2040.8,1831.4,2250.2
,"85+ years","85+","Mississippi","28","2025 (provisional)","2025","Female","F",440,33493,1313.7,1191.0,1436.5
,"85+ years","85+","Mississippi","28","2025 (provisional)","2025","Male","M",375,17885,2096.7,1884.5,2308.9
,"85+ years","85+","Missouri","29","2021","2021","Female","F",1271,76819,1654.5,1563.6,1745.5
,"85+ years","85+","Missouri","29","2021","2021","Male","M",1082,42232,2562.0,2409.4,2714.7
,"85+ years","85+","Missouri","29","2022","2022","Female","F",1185,83417,1420.6,1339.7,1501.5
,"85+ years","85+","Missouri","29","2022","2022","Male","M",1044,43495,2400.3,2254.7,2545.9
,"85+ years","85+","Missouri","29","2023","2023","Female","F",1088,77174,1409.8,1326.0,1493.6
,"85+ years","85+","Missouri","29","2023","2023","Male","M",1003,43050,2329.8,2185.7,2474.0
,"85+ years","85+","Missouri","29","2024","2024","Female","F",1129,79114,1427.1,1343.8,1510.3
,"85+ years","85+","Missouri","29","2024","2024","Male","M",987,45511,2168.7,2033.4,2304.0
,"85+ years","85+","Missouri","29","2025 (provisional)","2025","Female","F",1158,79114,1463.7,1379.4,1548.0
,"85+ years","85+","Missouri","29","2025 (provisional)","2025","Male","M",1100,45511,2417.0,2274.2,2559.8
,"85+ years","85+","Montana","30","2021","2021","Female","F",190,12627,1504.7,1290.8,1718.7
,"85+ years","85+","Montana","30","2021","2021","Male","M",222,8160,2720.6,2362.7,3078.5
,"85+ years","85+","Montana","30","2022","2022","Female","F",180,14027,1283.2,1095.8,1470.7
,"85+ years","85+","Montana","30","2022","2022","Male","M",204,8579,2377.9,2051.6,2704.2
,"85+ years","85+","Montana","30","2023","2023","Female","F",197,13082,1505.9,1295.6,1716.2
,"85+ years","85+","Montana","30","2023","2023","Male","M",239,8663,2758.9,2409.1,3108.6
,"85+ years","85+","Montana","30","2024","2024","Female","F",193,13435,1436.5,1233.9,1639.2
,"85+ years","85+","Montana","30","2024","2024","Male","M",251,9372,2678.2,2346.9,3009.5
,"85+ years","85+","Montana","30","2025 (provisional)","2025","Female","F",212,13435,1578.0,1365.6,1790.4
,"85+ years","85+","Montana","30","2025 (provisional)","2025","Male","M",212,9372,2262.1,1957.6,2566.6
,"85+ years","85+","Nebraska","31","2021","2021","Female","F",332,24215,1371.1,1223.6,1518.5
,"85+ years","85+","Nebraska","31","2021","2021","Male","M",316,13816,2287.2,2035.0,2539.4
,"85+ years","85+","Nebraska","31","2022","2022","Female","F",332,26352,1259.9,1124.3,1395.4
,"85+ years","85+","Nebraska","31","2022","2022","Male","M",322,14354,2243.3,1998.3,2488.3
,"85+ years","85+","Nebraska","31","2023","2023","Female","F",312,23946,1302.9,1158.4,1447.5
,"85+ years","85+","Nebraska","31","2023","2023","Male","M",303,13816,2193.1,1946.2,2440.1
,"85+ years","85+","Nebraska","31","2024","2024","Female","F",326,23819,1368.7,1220.1,1517.2
,"85+ years","85+","Nebraska","31","2024","2024","Male","M",347,14336,2420.5,2165.8,2675.2
,"85+ years","85+","Nebraska","31","2025 (provisional)","2025","Female","F",265,23819,1112.6,978.6,1246.5
,"85+ years","85+","Nebraska","31","2025 (provisional)","2025","Male","M",290,14336,2022.9,1790.1,2255.7
,"85+ years","85+","Nevada","32","2021","2021","Female","F",493,24708,1995.3,1819.2,2171.4
,"85+ years","85+","Nevada","32","2021","2021","Male","M",452,17810,2537.9,2303.9,2771.9
,"85+ years","85+","Nevada","32","2022","2022","Female","F",460,27606,1666.3,1514.0,1818.6
,"85+ years","85+","Nevada","32","2022","2022","Male","M",458,19260,2378.0,2160.2,2595.8
,"85+ years","85+","Nevada","32","2023","2023","Female","F",432,26576,1625.5,1472.2,1778.8
,"85+ years","85+","Nevada","32","2023","2023","Male","M",461,20204,2281.7,2073.4,2490.0
,"85+ years","85+","Nevada","32","2024","2024","Female","F",430,28145,1527.8,1383.4,1672.2
,"85+ years","85+","Nevada","32","2024","2024","Male","M",504,21782,2313.8,2111.8,2515.8
,"85+ years","85+","Nevada","32","2025 (provisional)","2025","Female","F",414,28145,1471.0,1329.3,1612.6
,"85+ years","85+","Nevada","32","2025 (provisional)","2025","Male","M",453,21782,2079.7,1888.2,2271.2
,"85+ years","85+","New Hampshire","33","2021","2021","Female","F",255,17606,1448.4,1270.6,1626.1
,"85+ years","85+","New Hampshire","33","2021","2021","Male","M",232,9818,2363.0,2058.9,2667.1
,"85+ years","85+","New Hampshire","33","2022","2022","Female","F",243,19805,1227.0,1072.7,1381.2
,"85+ years","85+","New Hampshire","33","2022","2022","Male","M",216,10392,2078.5,1801.3,2355.7
,"85+ years","85+","New Hampshire","33","2023","2023","Female","F",291,18427,1579.2,1397.8,1760.7
,"85+ years","85+","New Hampshire","33","2023","2023","Male","M",268,10432,2569.0,2261.4,2876.6
,"85+ years","85+","New Hampshire","33","2024","2024","Female","F",272,18973,1433.6,1263.2,1604.0
,"85+ years","85+","New Hampshire","33","2024","2024","Male","M",226,10965,2061.1,1792.4,2329.8
,"85+ years","85+","New Hampshire","33","2025 (provisional)","2025","Female","F",222,18973,1170.1,1016.2,1324.0
,"85+ years","85+","New Hampshire","33","2025 (provisional)","2025","Male","M",237,10965,2161.4,1886.2,2436.6
,"85+ years","85+","New Jersey","34","2021","2021","Female","F",2198,122061,1800.7,1725.5,1876.0
,"85+ years","85+","New Jersey","34","2021","2021","Male","M",1515,64323,2355.3,2236.7,2473.9
,"85+ years","85+","New Jersey","34","2022","2022","Female","F",2081,131615,1581.1,1513.2,1649.1
,"85+ years","85+","New Jersey","34","2022","2022","Male","M",1578,66802,2362.2,2245.7,2478.8
,"85+ years","85+","New Jersey","34","2023","2023","Female","F",1867,120647,1547.5,1477.3,1617.7
,"85+ years","85+","New Jersey","34","2023","2023","Male","M",1344,66058,2034.6,1925.8,2143.4
,"85+ years","85+","New Jersey","34","2024","2024","Female","F",1766,123618,1428.6,1362.0,1495.2
,"85+ years","85+","New Jersey","34","2024","2024","Male","M",1383,69628,1986.3,1881.6,2091.0
,"85+ years","85+","New Jersey","34","2025 (provisional)","2025","Female","F",1653,123618,1337.2,1272.7,1401.6
,"85+ years","85+","New Jersey","34","2025 (provisional)","2025","Male","M",1291,69628,1854.1,1753.0,1955.3
,"85+ years","85+","New Mexico","35","2021","2021","Female","F",427,23381,1826.3,1653.0,1999.5
,"85+ years","85+","New Mexico","35","2021","2021","Male","M",358,15088,2372.7,2127.0,2618.5
,"85+ years","85+","New Mexico","35","2022","2022","Female","F",412,25269,1630.5,1473.0,1787.9
,"85+ years","85+","New Mexico","35","2022","2022","Male","M",382,15612,2446.8,2201.5,2692.2
,"85+ years","85+","New Mexico","35","2023","2023","Female","F",444,24132,1839.9,1668.7,2011.0
,"85+ years","85+","New Mexico","35","2023","2023","Male","M",426,16008,2661.2,2408.5,2913.9
,"85+ years","85+","New Mexico","35","2024","2024","Female","F",395,25106,1573.3,1418.2,1728.5
,"85+ years","85+","New Mexico","35","2024","2024","Male","M",395,17000,2323.5,2094.4,2552.7
,"85+ years","85+","New Mexico","35","2025 (provisional)","2025","Female","F",376,25106,1497.6,1346.3,1649.0
,"85+ years","85+","New Mexico","35","2025 (provisional)","2025","Male","M",414,17000,2435.3,2200.7,2669.9
,"85+ years","85+","New York","36","2021","2021","Female","F",6480,280406,2310.9,2254.7,2367.2
,"85+ years","85+","New York","36","2021","2021","Male","M",4523,148300,3049.9,2961.0,3138.8
,"85+ years","85+","New York","36","2022","2022","Female","F",6543,304052,2151.9,2099.8,2204.1
,"85+ years","85+","New York","36","2022","2022","Male","M",4431,153132,2893.6,2808.4,2978.8
,"85+ years","85+","New York","36","2023","2023","Female","F",5796,281386,2059.8,2006.8,2112.8
,"85+ years","85+","New York","36","2023","2023","Male","M",4225,151261,2793.2,2709.0,2877.4
,"85+ years","85+","New York","36","2024","2024","Female","F",5652,290417,1946.2,1895.4,1996.9
,"85+ years","85+","New York","36","2024","2024","Male","M",3980,160231,2483.9,2406.7,2561.1
,"85+ years","85+","New York","36","2025 (provisional)","2025","Female","F",5419,290417,1865.9,1816.3,1915.6
,"85+ years","85+","New York","36","2025 (provisional)","2025","Male","M",4089,160231,2551.9,2473.7,2630.2
,"85+ years","85+","North Carolina","37","2021","2021","Female","F",1493,111497,1339.0,1271.1,1407.0
,"85+ years","85+","North Carolina","37","2021","2021","Male","M",1328,60142,2208.1,2089.3,2326.9
,"85+ years","85+","North Carolina","37","2022","2022","Female","F",1491,123044,1211.8,1150.3,1273.3
,"85+ years","85+","North Carolina","37","2022","2022","Male","M",1314,63986,2053.6,1942.5,2164.6
,"85+ years","85+","North Carolina","37","2023","2023","Female","F",1484,114126,1300.3,1234.2,1366.5
,"85+ years","85+","North Carolina","37","2023","2023","Male","M",1292,63516,2034.1,1923.2,2145.1
,"85+ years","85+","North Carolina","37","2024","2024","Female","F",1315,117744,1116.8,1056.5,1177.2
,"85+ years","85+","North Carolina","37","2024","2024","Male","M",1251,67408,1855.9,1753.0,1958.7
,"85+ years","85+","North Carolina","37","2025 (provisional)","2025","Female","F",1368,117744,1161.8,1100.3,1223.4
,"85+ years","85+","North Carolina","37","2025 (provisional)","2025","Male","M",1336,67408,1982.0,1875.7,2088.2
,"85+ years","85+","North Dakota","38","2021","2021","Female","F",129,10921,1181.2,977.4,1385.1
,"85+ years","85+","North Dakota","38","2021","2021","Male","M",132,5768,2288.5,1898.1,2678.9
,"85+ years","85+","North Dakota","38","2022","2022","Female","F",147,12236,1201.4,1007.2,1395.6
,"85+ years","85+","North Dakota","38","2022","2022","Male","M",130,6056,2146.6,1777.6,2515.6
,"85+ years","85+","North Dakota","38","2023","2023","Female","F",123,11550,1064.9,876.7,1253.1
,"85+ years","85+","North Dakota","38","2023","2023","Male","M",155,5985,2589.8,2182.1,2997.5
,"85+ years","85+","North Dakota","38","2024","2024","Female","F",138,11690,1180.5,983.5,1377.5
,"85+ years","85+","North Dakota","38","2024","2024","Male","M",128,6221,2057.5,1701.1,2414.0
,"85+ years","85+","North Dakota","38","2025 (provisional)","2025","Female","F",125,11690,1069.3,881.8,1256.7
,"85+ years","85+","North Dakota","38","2025 (provisional)","2025","Male","M",128,6221,2057.5,1701.1,2414.0
,"85+ years","85+","Ohio","39","2021","2021","Female","F",2670,147784,1806.7,1738.2,1875.2
,"85+ years","85+","Ohio","39","2021","2021","Male","M",2263,79091,2861.3,2743.4,2979.1
,"85+ years","85+","Ohio","39","2022","2022","Female","F",2651,159663,1660.4,1597.2,1723.6
,"85+ years","85+","Ohio","39","2022","2022","Male","M",2188,80831,2706.9,2593.5,2820.3
,"85+ years","85+","Ohio","39","2023","2023","Female","F",2365,147124,1607.5,1542.7,1672.3
,"85+ years","85+","Ohio","39","2023","2023","Male","M",2041,79424,2569.8,2458.3,2681.2
